93.0,93.0,998.0,0.0,0.0,sky is clear,17
82.0,82.0,998.0,5.0,200.0,sky is clear,17
82.0,82.0,998.0,5.0,200.0,sky is clear,17
76.0,76.0,999.0,5.0,220.0,sky is clear,17
76.0,76.0,999.0,5.0,220.0,sky is clear,17
71.0,71.0,1001.0,6.0,250.0,sky is clear,17
71.0,71.0,1007.0,1.0,290.0,sky is clear,17
76.0,76.0,1007.0,14.0,280.0,sky is clear,17
76.0,76.0,1009.0,10.0,270.0,sky is clear,17
81.0,81.0,1011.0,7.0,250.0,sky is clear,17
71.0,71.0,1012.0,5.0,230.0,sky is clear,17
66.0,66.0,1014.0,4.0,250.0,sky is clear,17
54.0,54.0,1015.0,2.0,250.0,sky is clear,17
54.0,54.0,1015.0,2.0,270.0,sky is clear,17
54.0,54.0,1016.0,2.0,310.0,sky is clear,17
54.0,54.0,1016.0,2.0,270.0,sky is clear,17
54.0,54.0,1016.0,2.0,270.0,sky is clear,17
58.0,58.0,1019.0,1.0,190.0,sky is clear,18
70.0,70.0,1021.0,0.0,10.0,sky is clear,18
76.0,76.0,1021.0,5.0,250.0,sky is clear,18
81.0,81.0,1021.0,6.0,250.0,sky is clear,18
76.0,76.0,1022.0,6.0,240.0,sky is clear,18
76.0,76.0,998.0,2.0,270.0,sky is clear,18
76.0,76.0,998.0,4.0,250.0,sky is clear,18
76.0,76.0,998.0,4.0,250.0,sky is clear,18
81.0,81.0,1025.0,4.0,270.0,sky is clear,18
87.0,87.0,1025.0,2.0,110.0,sky is clear,18
87.0,87.0,1025.0,2.0,110.0,sky is clear,18
81.0,81.0,1025.0,1.0,80.0,sky is clear,18
93.0,93.0,1025.0,2.0,80.0,sky is clear,18
93.0,93.0,1025.0,2.0,70.0,sky is clear,18
87.0,87.0,1025.0,2.0,70.0,sky is clear,18
87.0,87.0,1026.0,1.0,40.0,sky is clear,18
81.0,81.0,1026.0,2.0,90.0,sky is clear,18
76.0,76.0,1026.0,2.0,110.0,sky is clear,18
81.0,81.0,1026.0,3.0,120.0,sky is clear,18
76.0,76.0,1026.0,4.0,130.0,sky is clear,18
66.0,66.0,1026.0,4.0,140.0,sky is clear,18
71.0,71.0,1025.0,2.0,160.0,sky is clear,18
66.0,66.0,1025.0,2.0,140.0,sky is clear,18
66.0,66.0,1003.0,3.0,110.0,sky is clear,19
71.0,71.0,1024.0,3.0,90.0,sky is clear,19
71.0,71.0,1024.0,1.0,110.0,sky is clear,19
76.0,76.0,1024.0,1.0,40.0,sky is clear,19
76.0,76.0,1023.0,0.0,0.0,sky is clear,19
81.0,81.0,1023.0,2.0,70.0,sky is clear,19
81.0,81.0,1023.0,2.0,80.0,sky is clear,19
81.0,81.0,1023.0,2.0,80.0,sky is clear,19
70.0,70.0,1023.0,0.0,0.0,sky is clear,19
81.0,81.0,1023.0,2.0,90.0,sky is clear,19
81.0,81.0,1022.0,2.0,100.0,sky is clear,19
81.0,81.0,1021.0,3.0,100.0,sky is clear,19
81.0,81.0,1007.0,4.0,100.0,sky is clear,19
76.0,76.0,1019.0,4.0,100.0,sky is clear,19
71.0,71.0,1018.0,4.0,100.0,sky is clear,19
71.0,71.0,1017.0,2.0,90.0,sky is clear,19
71.0,71.0,1016.0,1.0,30.0,sky is clear,19
76.0,76.0,1015.0,1.0,180.0,sky is clear,19
87.0,87.0,1014.0,4.0,90.0,sky is clear,19
93.0,93.0,1011.0,3.0,160.0,sky is clear,19
93.0,93.0,1011.0,5.0,50.0,sky is clear,19
87.0,87.0,1008.0,4.0,60.0,sky is clear,20
87.0,87.0,1008.0,4.0,60.0,sky is clear,20
93.0,93.0,1007.0,5.0,80.0,sky is clear,20
93.0,93.0,1019.0,5.0,120.0,sky is clear,20
87.0,87.0,1021.0,9.0,150.0,sky is clear,20
87.0,87.0,1022.0,10.0,160.0,sky is clear,20
82.0,82.0,1004.0,9.0,170.0,sky is clear,20
87.0,87.0,1023.0,6.0,180.0,sky is clear,20
82.0,82.0,1005.0,4.0,200.0,sky is clear,20
100.0,100.0,1023.0,0.0,0.0,sky is clear,20
87.0,87.0,1023.0,5.0,320.0,sky is clear,20
81.0,81.0,1023.0,3.0,260.0,sky is clear,20
81.0,81.0,1008.0,4.0,240.0,sky is clear,20
81.0,81.0,1008.0,4.0,240.0,sky is clear,20
57.0,57.0,1006.0,1.0,300.0,sky is clear,20
66.0,66.0,1006.0,3.0,280.0,sky is clear,21
71.0,71.0,1006.0,2.0,250.0,sky is clear,21
81.0,81.0,1006.0,2.0,220.0,sky is clear,21
81.0,81.0,1006.0,1.0,180.0,sky is clear,21
87.0,87.0,1010.0,1.0,30.0,sky is clear,21
93.0,93.0,1010.0,0.0,0.0,sky is clear,21
65.0,65.0,1010.0,1.0,300.0,sky is clear,21
61.0,61.0,1010.0,0.0,120.0,sky is clear,21
66.0,66.0,1010.0,8.0,190.0,sky is clear,21
86.0,86.0,1010.0,6.0,110.0,sky is clear,22
86.0,86.0,1020.0,7.0,100.0,sky is clear,22
93.0,93.0,1010.0,2.0,70.0,sky is clear,22
86.0,86.0,1010.0,5.0,100.0,sky is clear,22
93.0,93.0,1010.0,5.0,90.0,sky is clear,22
93.0,93.0,1010.0,5.0,90.0,sky is clear,22
82.0,82.0,1013.0,3.0,112.0,sky is clear,22
93.0,93.0,1011.0,1.0,30.0,sky is clear,22
86.0,86.0,1011.0,5.0,80.0,sky is clear,22
86.0,86.0,1011.0,5.0,80.0,sky is clear,22
87.0,87.0,1005.0,4.0,60.0,sky is clear,22
81.0,81.0,1012.0,1.0,70.0,sky is clear,22
87.0,87.0,1012.0,1.0,60.0,sky is clear,22
81.0,81.0,1003.0,5.0,80.0,sky is clear,23
79.0,79.0,1000.0,3.0,45.0,sky is clear,23
76.0,76.0,1000.0,1.0,22.0,sky is clear,23
75.0,75.0,999.0,5.0,90.0,sky is clear,23
81.0,81.0,998.0,4.0,90.0,sky is clear,23
86.0,86.0,997.0,1.0,350.0,sky is clear,23
75.0,75.0,997.0,4.0,60.0,sky is clear,23
86.0,86.0,996.0,2.0,70.0,sky is clear,23
86.0,86.0,1008.0,3.0,80.0,sky is clear,23
80.0,80.0,997.0,3.0,110.0,sky is clear,23
86.0,86.0,1007.0,2.0,80.0,sky is clear,23
86.0,86.0,1006.0,0.0,0.0,sky is clear,23
93.0,93.0,1005.0,0.0,20.0,sky is clear,23
70.0,70.0,1005.0,1.0,340.0,sky is clear,23
70.0,70.0,1005.0,0.0,0.0,sky is clear,23
70.0,70.0,1005.0,1.0,140.0,sky is clear,23
66.0,66.0,1004.0,1.0,140.0,sky is clear,23
66.0,66.0,1004.0,2.0,10.0,sky is clear,23
61.0,61.0,1003.0,3.0,230.0,sky is clear,23
61.0,61.0,1002.0,1.0,320.0,sky is clear,23
70.0,70.0,1002.0,8.0,300.0,sky is clear,23
66.0,66.0,1003.0,0.0,0.0,sky is clear,23
66.0,66.0,1003.0,0.0,0.0,sky is clear,23
75.0,75.0,1003.0,5.0,100.0,sky is clear,24
81.0,81.0,1003.0,1.0,10.0,sky is clear,24
93.0,93.0,1004.0,4.0,170.0,sky is clear,24
87.0,87.0,1004.0,2.0,160.0,sky is clear,24
87.0,87.0,1004.0,0.0,0.0,sky is clear,24
93.0,93.0,1005.0,1.0,90.0,sky is clear,24
93.0,93.0,1005.0,1.0,80.0,sky is clear,24
93.0,93.0,1006.0,2.0,80.0,sky is clear,24
93.0,93.0,1006.0,2.0,80.0,sky is clear,24
86.0,86.0,1007.0,3.0,110.0,sky is clear,24
86.0,86.0,1007.0,5.0,110.0,sky is clear,24
86.0,86.0,1008.0,4.0,110.0,sky is clear,24
86.0,86.0,999.0,4.0,110.0,sky is clear,24
86.0,86.0,999.0,4.0,100.0,sky is clear,24
86.0,86.0,999.0,4.0,100.0,sky is clear,24
86.0,86.0,1010.0,5.0,90.0,sky is clear,24
86.0,86.0,1010.0,4.0,80.0,sky is clear,24
81.0,81.0,1010.0,7.0,90.0,sky is clear,24
81.0,81.0,1010.0,7.0,90.0,sky is clear,24
81.0,81.0,1011.0,5.0,70.0,sky is clear,25
87.0,87.0,1011.0,5.0,100.0,sky is clear,25
70.0,70.0,1003.0,5.0,90.0,sky is clear,25
75.0,75.0,1012.0,3.0,70.0,sky is clear,25
81.0,81.0,1012.0,4.0,90.0,sky is clear,25
81.0,81.0,1011.0,5.0,110.0,sky is clear,25
86.0,86.0,1011.0,5.0,110.0,sky is clear,25
86.0,86.0,1012.0,6.0,90.0,sky is clear,25
81.0,81.0,1012.0,4.0,90.0,sky is clear,25
86.0,86.0,1011.0,4.0,100.0,sky is clear,25
81.0,81.0,1006.0,5.0,70.0,sky is clear,25
81.0,81.0,1013.0,4.0,110.0,sky is clear,25
81.0,81.0,1013.0,4.0,110.0,sky is clear,25
81.0,81.0,1015.0,2.0,110.0,sky is clear,25
81.0,81.0,1015.0,2.0,110.0,sky is clear,25
85.0,85.0,1005.0,0.0,157.0,sky is clear,25
87.0,87.0,1007.0,4.0,100.0,sky is clear,25
87.0,87.0,1007.0,4.0,100.0,sky is clear,25
88.0,88.0,1007.0,1.0,22.0,sky is clear,26
81.0,81.0,1009.0,5.0,60.0,sky is clear,26
87.0,87.0,1019.0,1.0,80.0,sky is clear,26
81.0,81.0,1009.0,0.0,0.0,sky is clear,26
87.0,87.0,1010.0,0.0,0.0,sky is clear,26
87.0,87.0,1010.0,0.0,0.0,sky is clear,26
87.0,87.0,1010.0,1.0,120.0,sky is clear,26
87.0,87.0,1024.0,1.0,110.0,sky is clear,26
81.0,81.0,1024.0,2.0,120.0,sky is clear,26
86.0,86.0,1025.0,1.0,110.0,sky is clear,26
