latitude,longitude,depth,mag,magType,gap,rms,net,horizontalError,depthError,magError,magNst,locationSource,magSource,aX,aY,aZ,gX,gY,gZ,type
39.2235,-120.0757,0.0,0.0,4,0.0,0.0,7,0.0,2.3,0.0,1.0,7,8,-1208,-1308,-17100,-2816,59,246,3
60.8746,-150.9067,0.0,0.0,4,0.0,0.0,0,0.0,1.6,0.0,0.0,0,0,-1160,-1248,-17196,-2864,69,275,3
34.0338333,-116.8441667,0.0,0.0,4,0.0,0.0,2,0.2,0.47,0.135,25.0,2,2,-1176,-1260,-17228,-2832,45,297,3
33.3946667,-116.8903333,0.0,0.0,4,0.0,0.0,2,0.26,0.57,0.067,7.0,2,2,-1132,-1244,-17208,-2848,46,268,3
19.39100075,-155.2743378,0.0,0.0,2,0.0,0.0,3,0.42,0.610000014,0.800000012,3.0,3,4,-1176,-1204,-17068,-2848,54,255,3
37.2755,-117.5958,0.0,0.0,4,0.0,0.0,7,0.0,3.8,0.94,5.0,7,8,-1120,-1280,-17136,-2832,72,248,3
19.43833333,-155.3216667,0.0,0.0,4,0.0,0.0,3,0.37,0.78,0.197481087,16.0,3,4,-1168,-1276,-17208,-2832,49,277,3
33.6288333,-116.7753333,0.0,0.0,4,0.0,0.0,2,0.28,0.38,0.207,10.0,2,2,-1060,-1184,-17240,-2848,55,244,3
37.29,-117.5673,0.0,0.0,4,0.0,0.0,7,0.0,15.7,0.67,6.0,7,8,-1076,-1296,-17152,-2816,63,303,3
35.2048333,-118.5128333,0.0,0.0,4,0.0,0.0,2,0.12,0.56,0.215,47.0,2,2,-1156,-1240,-17200,-2848,61,303,3
33.2656667,-116.4285,0.0,0.0,4,0.0,0.0,2,0.35,0.5,0.134,17.0,2,2,-1236,-1268,-17192,-2848,77,247,3
19.14716721,-155.3538361,0.0,0.0,4,0.0,0.0,3,0.56,0.910000026,3.72,10.0,3,4,-1100,-1248,-17168,-2848,48,278,3
33.8498333,-117.7103333,0.0,0.0,4,0.0,0.0,2,1.15,1.38,0.034,2.0,2,2,-1192,-1228,-17156,-2832,56,280,3
38.7923317,-122.7683334,0.0,0.0,2,0.0,0.0,5,1.35,3.05,0.57,8.0,5,6,-1176,-1328,-17128,-2832,81,254,3
35.1648407,-97.88379669,0.0,0.0,4,0.0,0.0,8,3.713799044,2.920008773,0.26,7.0,8,9,-1016,-1384,-17216,-2864,70,262,3
38.8375015,-122.8366699,0.0,0.0,2,0.0,0.0,5,0.22,0.45,0.15,15.0,5,6,-1152,-1220,-17136,-2832,39,263,3
38.8375015,-122.8365021,0.0,0.0,2,0.0,0.0,5,0.21,0.47,0.18,19.0,5,6,-1136,-1188,-17244,-2832,43,299,3
38.8381653,-122.8361664,0.0,0.0,2,0.0,0.0,5,0.2,0.54,0.13,22.0,5,6,-1088,-1276,-17356,-2864,67,279,3
38.8373337,-122.8358307,0.0,0.0,2,0.0,0.0,5,0.38,0.96,0.27,8.0,5,6,-1088,-1188,-17176,-2832,76,286,3
59.782,-152.2098,0.0,0.0,4,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,-1156,-1284,-17176,-2864,66,268,3
37.9232,36.2534,0.0,0.0,8,0.0,0.0,12,4.6,4.524,0.053,34.0,12,13,-1180,-1280,-17132,-2848,63,300,3
19.098,-65.3555,0.0,0.0,2,0.0,0.0,9,2.01,27.59,0.120678133,12.0,9,10,-1040,-1260,-17212,-2848,47,279,3
36.0803333,-117.5208333,0.0,0.0,4,0.0,0.0,2,0.32,31.61,0.102,9.0,2,2,-1088,-1340,-17300,-2816,62,258,3
37.2925,-117.5974,0.0,0.0,4,0.0,0.0,7,0.0,2.5,0.72,7.0,7,8,-1052,-1192,-17220,-2848,55,256,3
61.0873,-147.4627,0.0,0.0,4,0.0,0.0,0,0.0,0.3,0.0,0.0,0,0,-1148,-1300,-17124,-2848,38,276,3
33.1231667,-116.4031667,0.0,0.0,4,0.0,0.0,2,0.29,0.6,0.18,8.0,2,2,-1128,-1320,-17160,-2848,40,266,3
35.9505,-117.6888333,0.0,0.0,4,0.0,0.0,2,0.2,0.64,0.14,22.0,2,2,-1216,-1236,-17176,-2864,54,259,3
44.7835,-110.8081667,0.0,0.0,2,0.0,0.0,13,0.7,0.87,0.344,5.0,13,14,-1168,-1248,-17200,-2864,47,274,3
19.44566667,-155.3213333,0.0,0.0,4,0.0,0.0,3,0.37,0.88,0.119780623,5.0,3,4,-1080,-1308,-17148,-2832,57,246,3
37.2877,-117.5726,0.0,0.0,4,0.0,0.0,7,0.0,38.4,1.09,5.0,7,8,-1188,-1172,-17228,-2832,59,280,3
37.2847,-117.5814,0.0,0.0,4,0.0,0.0,7,0.0,2.7,0.84,8.0,7,8,-1136,-1260,-17128,-2832,49,285,3
33.4678333,-116.5673333,0.0,0.0,4,0.0,0.0,2,0.21,0.4,0.199,6.0,2,2,-1076,-1264,-17348,-2832,65,251,3
62.893,-148.1273,0.0,0.0,4,0.0,0.0,0,0.0,0.6,0.0,0.0,0,0,-1216,-1240,-17176,-2832,59,241,3
37.2879,-117.5667,0.0,0.0,4,0.0,0.0,7,0.0,0.0,0.94,7.0,7,8,-1208,-1256,-17400,-2832,60,250,3
37.2797,-117.5893,0.0,0.0,4,0.0,0.0,7,0.0,2.4,0.99,8.0,7,8,-1140,-1240,-17204,-2864,52,258,3
13.3131,57.4285,0.0,0.0,0,0.0,0.0,12,11.49,1.916,0.08,46.0,12,13,-1040,-1192,-17168,-2832,59,308,3
58.7496,-153.7687,0.0,0.0,4,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0,-1204,-1264,-17224,-2864,73,255,3
63.3208,-145.3366,0.0,0.0,4,0.0,0.0,0,0.0,0.3,0.0,0.0,0,0,-1100,-1296,-17120,-2864,49,244,3
37.2826,-117.5873,0.0,0.0,4,0.0,0.0,12,1.11,5.347,0.037,94.0,12,13,-1200,-1216,-17044,-2848,48,288,3
37.2704,-117.5848,0.0,0.0,4,0.0,0.0,7,0.0,2.8,1.04,11.0,7,8,-1068,-1296,-17008,-2848,61,282,3
19.04516602,-155.3988342,0.0,0.0,2,0.0,0.0,3,0.69,1.04999995,0.600000024,3.0,3,4,-1176,-1248,-17228,-2848,64,270,3
44.7921667,-110.8085,0.0,0.0,2,0.0,0.0,13,0.97,0.59,0.27,6.0,13,14,-1116,-1236,-17236,-2800,52,290,3
19.35199928,-155.3009949,0.0,0.0,2,0.0,0.0,3,0.3,0.479999989,0.629999995,14.0,3,4,-1076,-1320,-17160,-2832,51,253,3
38.8231659,-122.8526688,0.0,0.0,2,0.0,0.0,5,0.3,0.56,0.39,17.0,5,6,-1176,-1276,-17356,-2848,48,280,3
33.3865,-116.9561667,0.0,0.0,4,0.0,0.0,2,0.19,0.51,0.133,27.0,2,2,-1204,-1184,-17328,-2800,86,258,3
19.03933334,-155.3970032,0.0,0.0,4,0.0,0.0,3,0.64,1.13,0.13,3.0,3,4,-1088,-1440,-17200,-2864,40,257,3
37.2941,-117.5671,0.0,0.0,4,0.0,0.0,7,0.0,17.0,0.73,11.0,7,8,-1084,-1312,-17300,-2848,54,224,3
-19.3997,-173.3513,0.0,0.0,9,0.0,0.0,12,5.61,1.871,0.098,10.0,12,13,-1172,-1124,-17148,-2848,53,280,3
37.2792,-117.6369,0.0,0.0,4,0.0,0.0,7,0.0,2.4,0.79,4.0,7,8,-1148,-1268,-17180,-2848,50,290,3
37.2772,-117.5865,0.0,0.0,4,0.0,0.0,7,0.0,3.7,0.87,10.0,7,8,-1084,-1228,-17300,-2848,69,263,3
37.2996,-117.5781,0.0,0.0,4,0.0,0.0,7,0.0,15.3,0.74,19.0,7,8,-1016,-1352,-17256,-2864,75,279,3
32.9233333,-115.8136667,0.0,0.0,4,0.0,0.0,2,0.19,0.34,0.187,9.0,2,2,-1184,-1260,-17212,-2864,64,267,3
19.40983391,-155.2875061,0.0,0.0,4,0.0,0.0,3,0.25,0.189999998,0.32,8.0,3,4,-1124,-1228,-17244,-2848,58,255,3
38.8046684,-122.7913361,0.0,0.0,2,0.0,0.0,5,0.15,0.39,0.11,21.0,5,6,-1148,-1236,-17332,-2848,49,273,3
33.9985,-116.626,0.0,0.0,4,0.0,0.0,2,0.15,0.39,0.221,16.0,2,2,-1100,-1220,-17180,-2864,57,317,3
62.9052,-150.7385,0.0,0.0,4,0.0,0.0,0,0.0,0.9,0.0,0.0,0,0,-1136,-1224,-17244,-2864,46,235,3
33.9795,-116.8143333,0.0,0.0,4,0.0,0.0,2,0.38,0.68,0.104,8.0,2,2,-1084,-1128,-17128,-2832,63,275,3
62.967,-150.9777,0.0,0.0,4,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,-1084,-1212,-17120,-2848,50,267,3
33.1366667,-115.9601667,0.0,0.0,4,0.0,0.0,2,0.16,0.62,0.114,40.0,2,2,-1124,-1256,-17332,-2880,76,293,3
35.9503333,-117.6891667,0.0,0.0,4,0.0,0.0,2,0.17,0.37,0.137,18.0,2,2,-1100,-1168,-17168,-2848,44,275,3
18.89383333,-67.63466667,0.0,0.0,2,0.0,0.0,9,1.74,31.61,0.08374507,12.0,9,10,-1068,-1308,-17192,-2880,52,246,3
35.952,-117.6918333,0.0,0.0,4,0.0,0.0,2,0.17,0.45,0.152,15.0,2,2,-1136,-1296,-17200,-2880,68,254,3
35.9511667,-117.6866667,0.0,0.0,4,0.0,0.0,2,0.2,0.34,0.157,14.0,2,2,-1060,-1288,-17168,-2848,75,262,3
37.2948,-117.606,0.0,0.0,4,0.0,0.0,7,0.0,11.0,0.74,7.0,7,8,-1112,-1232,-17284,-2848,48,300,3
63.4926,-152.8678,0.0,0.0,4,0.0,0.0,0,0.0,0.5,0.0,0.0,0,0,-1164,-1200,-17168,-2832,54,249,3
52.8577,-166.8963,0.0,0.0,0,0.0,0.0,12,6.31,9.839,0.101,27.0,12,13,-1096,-1192,-17188,-2864,77,236,3
37.2772,-117.5807,0.0,0.0,4,0.0,0.0,7,0.0,2.9,0.94,7.0,7,8,-1100,-1224,-17208,-2832,62,322,3
35.953,-117.6911667,0.0,0.0,4,0.0,0.0,2,0.19,0.38,0.103,8.0,2,2,-1120,-1212,-17116,-2864,36,227,3
36.7966667,-121.5366667,0.0,0.0,2,0.0,0.0,5,0.21,0.35,0.169,61.0,5,6,-1172,-1268,-17220,-2832,46,245,3
58.1861,-155.2741,0.0,0.0,4,0.0,0.0,0,0.0,136.0,0.0,0.0,0,0,-1192,-1396,-17244,-2848,72,266,3
35.9505,-117.687,0.0,0.0,4,0.0,0.0,2,0.34,0.51,0.075,8.0,2,2,-1164,-1268,-17116,-2848,69,245,3
38.7868333,-122.7666667,0.0,0.0,2,0.0,0.0,5,0.18,0.36,0.166,31.0,5,6,-1084,-1244,-17244,-2848,56,309,3
35.9531667,-117.6913333,0.0,0.0,4,0.0,0.0,2,0.17,0.49,0.141,93.0,2,2,-1088,-1268,-17060,-2848,68,284,3
38.8180008,-122.82267,0.0,0.0,2,0.0,0.0,5,0.24,0.45,0.25,21.0,5,6,-1068,-1292,-17276,-2848,71,267,3
57.9296,-154.1581,0.0,0.0,4,0.0,0.0,0,0.0,11.2,0.0,0.0,0,0,-1164,-1372,-17276,-2864,63,252,3
47.38216667,-123.2815,0.0,0.0,4,0.0,0.0,14,0.37,0.55,0.223539045,8.0,14,15,-1196,-1160,-17332,-2864,51,289,3
37.2671,-117.5838,0.0,0.0,4,0.0,0.0,7,0.0,1.2,0.68,10.0,7,8,-1208,-1292,-17212,-2864,66,296,3
59.2467,-144.6562,0.0,0.0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,-1140,-1284,-17180,-2880,71,260,3
37.2627,-117.5827,0.0,0.0,4,0.0,0.0,7,0.0,1.7,0.75,8.0,7,8,-1024,-1324,-17228,-2880,71,215,3
17.82,-66.86383333,0.0,0.0,2,0.0,0.0,9,0.68,0.49,0.055649573,6.0,9,10,-1036,-1184,-17228,-2864,61,304,3
19.27033424,-155.37883,0.0,0.0,4,0.0,0.0,3,0.54,0.600000024,3.35,30.0,3,4,-1048,-1356,-17240,-2848,55,278,3
38.8171654,-122.8223343,0.0,0.0,2,0.0,0.0,5,0.27,0.57,0.18,18.0,5,6,-1116,-1284,-17444,-2848,55,275,3
37.2674,-117.5833,0.0,0.0,4,0.0,0.0,7,0.0,6.0,1.18,6.0,7,8,-1132,-1252,-17144,-2832,69,269,3
35.18966667,-97.86166667,0.0,0.0,4,0.0,0.0,8,0.0,0.5,0.32,8.0,8,9,-1116,-1308,-17160,-2832,64,249,3
43.5821,146.9956,0.0,0.0,0,0.0,0.0,12,8.36,5.575,0.034,269.0,12,13,-1144,-1208,-17224,-2832,61,273,3
37.2908,-117.5866,0.0,0.0,4,0.0,0.0,12,1.12,2.072,0.056,42.0,12,13,-1040,-1288,-17160,-2848,63,296,3
33.5955,-116.6308333,0.0,0.0,4,0.0,0.0,2,0.16,0.28,0.193,4.0,2,2,-1152,-1348,-17056,-2864,53,241,3
11.6636,-86.9622,0.0,0.0,0,0.0,0.0,12,5.42,8.832,0.034,247.0,12,13,-1232,-1352,-16988,-2816,92,248,3
66.2561,-147.8902,0.0,0.0,4,0.0,0.0,0,0.0,0.5,0.0,0.0,0,0,-1092,-1408,-17364,-2880,63,316,3
44.7776667,-110.813,0.0,0.0,4,0.0,0.0,13,0.41,0.61,0.298,5.0,13,14,-1088,-1168,-17204,-2864,49,275,3
33.978,-116.8121667,0.0,0.0,4,0.0,0.0,2,0.37,0.75,0.123,6.0,2,2,-1116,-1252,-17024,-2880,65,240,3
33.6443333,-116.7408333,0.0,0.0,4,0.0,0.0,2,0.24,0.41,0.018,2.0,2,2,-1112,-1264,-17272,-2880,54,281,3
33.5845,-116.8065,0.0,0.0,4,0.0,0.0,2,0.24,0.54,0.148,3.0,2,2,-952,-1320,-17216,-2864,64,286,3
38.1773,-117.8546,0.0,0.0,4,0.0,0.0,7,0.0,0.3,0.79,21.0,7,8,-1072,-1332,-17136,-2848,39,252,3
-16.2556,-176.1914,0.0,0.0,0,0.0,0.0,12,10.52,6.938,0.043,154.0,12,13,-1084,-1320,-17236,-2848,56,256,3
37.2951,-117.564,0.0,0.0,4,0.0,0.0,7,0.0,0.0,0.88,7.0,7,8,-1192,-1308,-17224,-2864,48,302,3
40.3262,-119.8493,0.0,0.0,4,0.0,0.0,7,0.0,0.0,0.49,5.0,7,8,-1040,-1236,-17088,-2880,64,262,3
35.6491667,-118.3148333,0.0,0.0,4,0.0,0.0,2,0.33,0.5,0.113,5.0,2,2,-1124,-1280,-17280,-2880,55,264,3
19.40483284,-155.2651672,0.0,0.0,2,0.0,0.0,3,0.21,0.519999981,1.08000004,5.0,3,4,-1064,-1232,-17384,-2864,68,302,3
37.2742,-117.6016,0.0,0.0,4,0.0,0.0,7,0.0,4.3,1.22,6.0,7,8,-1160,-1296,-17208,-2880,64,255,3
37.2759,-117.6038,0.0,0.0,4,0.0,0.0,7,0.0,1.8,0.67,7.0,7,8,-1156,-1268,-17304,-2864,64,284,3
38.8752,-119.6213,0.0,0.0,4,0.0,0.0,7,0.0,5.5,0.0,1.0,7,8,-1180,-1272,-17080,-2864,46,275,3
38.8153343,-122.8209991,0.0,0.0,2,0.0,0.0,5,0.4,1.13,0.16,10.0,5,6,-1116,-1228,-17428,-2880,62,266,3
35.6445,-118.3231667,0.0,0.0,4,0.0,0.0,2,0.14,0.44,0.193,42.0,2,2,-1272,-1376,-17196,-2864,67,252,3
38.8148346,-122.8191681,0.0,0.0,2,0.0,0.0,5,0.25,0.57,0.22,20.0,5,6,-1220,-1172,-17148,-2864,65,286,3
37.2771,-117.586,0.0,0.0,4,0.0,0.0,7,0.0,1.3,0.77,8.0,7,8,-1144,-1208,-17152,-2848,48,249,3
37.2917,-117.5663,0.0,0.0,4,0.0,0.0,7,0.0,0.0,1.16,6.0,7,8,-1044,-1208,-17192,-2848,55,241,3
38.813,-122.8175,0.0,0.0,2,0.0,0.0,5,0.13,0.19,0.147,59.0,5,6,-1072,-1292,-17192,-2896,56,285,3
-2.7698,-80.0819,0.0,0.0,0,0.0,0.0,12,9.5,8.973,0.048,127.0,12,13,-1072,-1276,-17196,-2848,78,313,3
33.3888333,-116.9028333,0.0,0.0,4,0.0,0.0,2,0.2,0.47,0.162,11.0,2,2,-1092,-1232,-17224,-2848,54,267,3
37.288,-117.5832,0.0,0.0,4,0.0,0.0,7,0.0,2.8,0.69,7.0,7,8,-1132,-1312,-17212,-2848,77,252,3
38.7806664,-122.765831,0.0,0.0,2,0.0,0.0,5,0.26,0.46,0.23,18.0,5,6,-1136,-1300,-17092,-2880,72,257,3
38.8325005,-122.815834,0.0,0.0,2,0.0,0.0,5,0.99,4.36,0.15,3.0,5,6,-1144,-1196,-17168,-2848,52,270,3
37.2986,-117.5632,0.0,0.0,4,0.0,0.0,7,0.0,0.0,1.04,5.0,7,8,-1180,-1232,-17216,-2864,42,286,3
32.9223333,-115.8253333,0.0,0.0,4,0.0,0.0,2,0.2,0.44,0.15,8.0,2,2,-1192,-1244,-17116,-2832,44,269,3
37.2672,-117.5939,0.0,0.0,4,0.0,0.0,7,0.0,3.2,1.11,6.0,7,8,-1056,-1240,-17040,-2848,79,227,3
18.02366667,-66.87783333,0.0,0.0,2,0.0,0.0,9,0.52,0.76,0.097412798,6.0,9,10,-1164,-1284,-17108,-2880,64,265,3
37.2819,-117.5873,0.0,0.0,4,0.0,0.0,7,0.0,2.2,1.16,6.0,7,8,-1092,-1244,-17196,-2864,60,321,3
37.2765,-117.6135,0.0,0.0,4,0.0,0.0,7,0.0,1.9,0.84,7.0,7,8,-1152,-1292,-17148,-2832,52,270,3
38.8370018,-122.8379974,0.0,0.0,2,0.0,0.0,5,0.34,0.67,0.15,8.0,5,6,-1160,-1212,-17168,-2880,57,280,3
17.949,-66.83483333,0.0,0.0,2,0.0,0.0,9,0.75,0.6,0.049884435,5.0,9,10,-1128,-1360,-17108,-2880,57,253,3
38.836834,-122.8376694,0.0,0.0,2,0.0,0.0,5,0.24,0.58,0.23,13.0,5,6,-1108,-1252,-17196,-2880,39,300,3
34.0328333,-117.2613333,0.0,0.0,4,0.0,0.0,2,0.25,0.53,0.086,5.0,2,2,-1092,-1304,-17024,-2864,52,278,3
38.8221664,-122.8061676,0.0,0.0,2,0.0,0.0,5,0.54,2.14,0.08,8.0,5,6,-1004,-1264,-17208,-2864,71,284,3
19.25866699,-155.3918304,0.0,0.0,2,0.0,0.0,3,0.67,0.699999988,0.910000026,8.0,3,4,-1208,-1212,-17200,-2880,59,254,3
44.7688333,-110.9763333,0.0,0.0,4,0.0,0.0,13,0.37,0.81,0.036,2.0,13,14,-1056,-1260,-17032,-2880,30,271,3
37.2668,-117.5839,0.0,0.0,4,0.0,0.0,7,0.0,2.3,1.07,6.0,7,8,-1164,-1388,-17264,-2880,71,250,3
38.8260002,-122.7991638,0.0,0.0,2,0.0,0.0,5,0.82,2.03,0.34,9.0,5,6,-1180,-1268,-17236,-2864,52,281,3
37.279,-117.5655,0.0,0.0,4,0.0,0.0,7,0.0,4.0,1.09,6.0,7,8,-1116,-1264,-17180,-2832,78,258,3
19.47516632,-155.5028381,0.0,0.0,4,0.0,0.0,3,0.4,0.449999988,0.24,3.0,3,4,-1200,-1148,-17244,-2896,51,280,3
19.41150093,-155.326004,0.0,0.0,4,0.0,0.0,3,0.5,0.790000021,0.83,5.0,3,4,-1152,-1252,-17132,-2880,81,264,3
37.2816,-117.5748,0.0,0.0,4,0.0,0.0,7,0.0,15.3,0.77,7.0,7,8,-1100,-1264,-17240,-2880,53,293,3
58.1545,-154.888,0.0,0.0,4,0.0,0.0,0,0.0,1.1,0.0,0.0,0,0,-1148,-1224,-17216,-2864,45,287,3
31.50943087,-104.0008766,0.0,0.0,4,0.0,0.0,11,0.662545564,0.656125344,0.2,25.0,11,12,-1072,-1296,-17200,-2864,51,247,3
58.1787,-155.2578,0.0,0.0,4,0.0,0.0,0,0.0,1.9,0.0,0.0,0,0,-1184,-1248,-17132,-2848,69,275,3
37.2733,-117.5831,0.0,0.0,4,0.0,0.0,7,0.0,2.5,1.02,6.0,7,8,-1148,-1160,-17276,-2848,51,280,3
38.8180008,-122.8024979,0.0,0.0,2,0.0,0.0,5,0.17,0.35,0.19,25.0,5,6,-1128,-1252,-17136,-2832,52,286,3
38.833168,-122.8199997,0.0,0.0,2,0.0,0.0,5,0.46,1.83,0.28,8.0,5,6,-1104,-1328,-16948,-2864,53,227,3
33.7075,-116.8208333,0.0,0.0,4,0.0,0.0,2,0.3,0.5,0.072,4.0,2,2,-1140,-1224,-16984,-2880,56,244,3
-19.4133,-173.3266,0.0,0.0,9,0.0,0.0,12,5.35,1.862,0.078,16.0,12,13,-1012,-1320,-17144,-2880,64,263,3
37.2723,-117.6171,0.0,0.0,4,0.0,0.0,7,0.0,2.5,0.92,5.0,7,8,-1068,-1272,-17244,-2864,88,279,3
40.1794,-119.7747,0.0,0.0,4,0.0,0.0,7,0.0,7.3,0.0,2.0,7,8,-1124,-1220,-17140,-2880,62,270,3
37.2857,-117.5874,0.0,0.0,4,0.0,0.0,7,0.0,1.5,0.86,9.0,7,8,-1156,-1304,-17296,-2880,49,266,3
37.2878,-117.574,0.0,0.0,4,0.0,0.0,7,0.0,1.9,0.95,6.0,7,8,-1164,-1280,-17140,-2864,32,235,3
37.2766,-117.587,0.0,0.0,4,0.0,0.0,7,0.0,2.4,0.74,6.0,7,8,-1184,-1184,-17148,-2848,38,258,3
37.2647,-117.5864,0.0,0.0,4,0.0,0.0,7,0.0,2.9,0.69,5.0,7,8,-1112,-1332,-17220,-2880,42,268,3
37.2846,-117.5718,0.0,0.0,4,0.0,0.0,7,0.0,3.5,0.73,6.0,7,8,-1232,-1204,-17128,-2864,58,274,3
46.3878,-66.3718,0.0,0.0,4,0.0,0.0,12,1.72,1.987,0.148,6.0,12,13,-1160,-1288,-17228,-2848,59,255,3
37.2576,-117.587,0.0,0.0,4,0.0,0.0,7,0.0,3.2,0.76,6.0,7,8,-1148,-1272,-17248,-2864,79,270,3
34.9672,24.8308,0.0,0.0,0,0.0,0.0,12,6.32,1.912,0.095,32.0,12,13,-1196,-1264,-17232,-2864,80,281,3
37.275,-117.584,0.0,0.0,4,0.0,0.0,7,0.0,3.8,1.12,5.0,7,8,-1092,-1312,-17272,-2880,66,289,3
37.2726,-117.5839,0.0,0.0,4,0.0,0.0,7,0.0,8.2,0.69,5.0,7,8,-1104,-1212,-17096,-2912,38,242,3
37.2795,-117.6153,0.0,0.0,4,0.0,0.0,7,0.0,1.7,0.9,7.0,7,8,-1068,-1296,-17124,-2864,56,328,3
37.2777,-117.5646,0.0,0.0,4,0.0,0.0,7,0.0,7.4,0.77,6.0,7,8,-1260,-1208,-17364,-2880,61,277,3
46.811,-121.7535,0.0,0.0,4,0.0,0.0,14,1.46,1.86,0.110125817,2.0,14,15,-1076,-1164,-17172,-2912,55,264,3
37.2821,-117.5827,0.0,0.0,4,0.0,0.0,7,0.0,1.6,0.73,8.0,7,8,-1172,-1172,-17196,-2864,59,297,3
37.2792,-117.5768,0.0,0.0,4,0.0,0.0,7,0.0,4.3,0.75,7.0,7,8,-984,-1240,-17104,-2864,68,287,3
40.5023333,-122.084,0.0,0.0,2,0.0,0.0,5,0.66,0.63,0.283,7.0,5,6,-1048,-1272,-17224,-2848,62,233,3
37.289,-117.577,0.0,0.0,4,0.0,0.0,7,0.0,1.8,0.67,8.0,7,8,-1092,-1204,-17136,-2864,69,294,3
37.2858,-117.5831,0.0,0.0,4,0.0,0.0,7,0.0,1.3,0.88,12.0,7,8,-1216,-1256,-17140,-2880,60,271,3
37.3006,-117.5715,0.0,0.0,4,0.0,0.0,7,0.0,0.0,0.7,5.0,7,8,-1108,-1276,-17292,-2880,70,283,3
37.2905,-117.5807,0.0,0.0,4,0.0,0.0,7,0.0,1.2,0.98,11.0,7,8,-1168,-1292,-17036,-2880,61,285,3
37.2666,-117.578,0.0,0.0,4,0.0,0.0,7,0.0,2.0,0.86,7.0,7,8,-1212,-1224,-17312,-2848,74,294,3
31.68038145,-104.450137,0.0,0.0,4,0.0,0.0,11,1.30074193,0.656071694,0.2,15.0,11,12,-1036,-1288,-17244,-2896,57,271,3
35.1725,-97.85433333,0.0,0.0,4,0.0,0.0,8,0.0,0.4,0.22,10.0,8,9,-1196,-1336,-17196,-2848,60,273,3
53.523,-164.93,0.0,0.0,4,0.0,0.0,0,0.0,5.9,0.0,0.0,0,0,-1136,-1280,-17232,-2848,46,277,3
44.523,-110.5825,0.0,0.0,2,0.0,0.0,13,0.39,1.48,0.353,5.0,13,14,-1044,-1220,-17164,-2896,52,236,3
37.2733,-117.5703,0.0,0.0,4,0.0,0.0,7,0.0,3.8,0.71,7.0,7,8,-1116,-1232,-17272,-2864,57,272,3
37.2732,-117.5841,0.0,0.0,4,0.0,0.0,12,0.7,1.905,0.057,40.0,12,13,-1128,-1236,-17228,-2864,45,296,3
37.2925,-121.6388333,0.0,0.0,2,0.0,0.0,5,0.21,0.4,0.128,19.0,5,6,-1196,-1272,-17308,-2880,77,268,3
37.2678,-117.583,0.0,0.0,4,0.0,0.0,7,0.0,2.5,0.95,7.0,7,8,-1100,-1304,-17380,-2896,50,244,3
19.19916725,-155.4858398,0.0,0.0,4,0.0,0.0,3,0.51,0.699999988,3.25,15.0,3,4,-1148,-1320,-17196,-2880,75,322,3
14.7674,-92.2274,0.0,0.0,0,0.0,0.0,12,8.08,10.85,0.139,14.0,12,13,-1028,-1184,-17204,-2880,66,277,3
37.2836667,-117.5835,0.0,0.0,6,0.0,0.0,2,0.42,0.59,0.0,6.0,2,2,-1044,-1264,-17008,-2832,60,259,3
37.292,-117.5841,0.0,0.0,4,0.0,0.0,7,0.0,1.8,1.02,10.0,7,8,-1172,-1252,-17224,-2880,65,229,3
9.3049,126.2676,0.0,0.0,0,0.0,0.0,12,10.81,6.958,0.071,63.0,12,13,-1060,-1300,-17204,-2832,46,285,3
33.624,-117.3055,0.0,0.0,4,0.0,0.0,2,0.32,0.72,0.28,5.0,2,2,-1148,-1296,-17036,-2880,55,236,3
19.42149925,-155.2680054,0.0,0.0,2,0.0,0.0,3,0.6,0.949999988,1.13,3.0,3,4,-1156,-1292,-17296,-2848,61,284,3
60.7089,-152.5474,0.0,0.0,4,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,-1132,-1220,-17216,-2880,74,267,3
37.2685,-117.587,0.0,0.0,4,0.0,0.0,12,2.05,2.011,0.035,105.0,12,13,-1112,-1208,-17216,-2864,79,252,3
19.43683243,-155.3099976,0.0,0.0,4,0.0,0.0,3,0.41,0.540000021,0.92,5.0,3,4,-1092,-1332,-17288,-2896,61,258,3
19.43666649,-155.3073273,0.0,0.0,4,0.0,0.0,3,0.33,0.620000005,0.32,6.0,3,4,-1144,-1196,-17148,-2880,66,287,3
38.8195,-122.822998,0.0,0.0,2,0.0,0.0,5,0.37,0.89,0.16,12.0,5,6,-1152,-1332,-17212,-2912,59,274,3
19.4406662,-155.3116608,0.0,0.0,4,0.0,0.0,3,0.42,0.620000005,0.08,3.0,3,4,-1100,-1340,-17124,-2864,59,262,3
37.4722,-117.8249,0.0,0.0,4,0.0,0.0,7,0.0,0.0,1.06,6.0,7,8,-1068,-1336,-17144,-2864,54,282,3
19.439,-155.312,0.0,0.0,4,0.0,0.0,3,0.32,0.56,0.191627248,5.0,3,4,-1164,-1252,-17108,-2912,65,262,3
19.4365,-155.3193333,0.0,0.0,4,0.0,0.0,3,0.68,0.81,0.026160156,1.0,3,4,-1096,-1280,-17100,-2880,63,279,3
36.43933333,-98.79,0.0,0.0,4,0.0,0.0,8,0.0,0.2,0.23,5.0,8,9,-1116,-1180,-17104,-2864,72,285,3
