latitude,longitude,depth,mag,magType,gap,rms,net,horizontalError,depthError,magError,magNst,locationSource,magSource,aX,aY,aZ,gX,gY,gZ,type
19.20933342,-155.4246674,0.0,0.0,4,0.0,0.0,3,0.57,0.720000029,0.01,3.0,3,4,-1172,-1268,-17112,-2768,63,283,3
37.2917,-117.5655,0.0,0.0,4,0.0,0.0,7,0.0,0.0,0.81,8.0,7,8,-1052,-1228,-17224,-2784,88,238,3
11.6573,125.6455,0.0,0.0,0,0.0,0.0,12,12.18,1.897,0.072,57.0,12,13,-1112,-1284,-17176,-2784,48,295,3
38.8154984,-122.822998,0.0,0.0,2,0.0,0.0,5,0.21,0.37,0.17,26.0,5,6,-1152,-1284,-17244,-2752,56,275,3
62.6093,-152.0646,0.0,0.0,4,0.0,0.0,0,0.0,0.2,0.0,0.0,0,0,-1008,-1260,-17264,-2736,50,279,3
3.0798,126.7277,0.0,0.0,0,0.0,0.0,12,10.35,1.933,0.103,28.0,12,13,-1100,-1236,-17240,-2768,72,259,3
-22.8841,170.4321,0.0,0.0,0,0.0,0.0,12,10.4,1.831,0.109,27.0,12,13,-1072,-1236,-17068,-2768,73,255,3
38.791832,-122.7618332,0.0,0.0,2,0.0,0.0,5,0.28,0.77,0.27,11.0,5,6,-1136,-1236,-17388,-2736,62,304,3
38.8421669,-122.824501,0.0,0.0,2,0.0,0.0,5,0.18,0.32,0.16,30.0,5,6,-1088,-1324,-17244,-2800,73,290,3
33.4931667,-116.4975,0.0,0.0,4,0.0,0.0,2,0.52,0.93,0.164,15.0,2,2,-1072,-1284,-17300,-2768,48,278,3
64.5191,-147.8244,0.0,0.0,4,0.0,0.0,0,0.0,0.4,0.0,0.0,0,0,-1136,-1320,-17164,-2784,41,270,3
40.3975,-122.0688333,0.0,0.0,2,0.0,0.0,5,0.27,0.94,0.21,32.0,5,6,-1088,-1156,-17176,-2752,63,246,3
37.2912,-117.581,0.0,0.0,4,0.0,0.0,7,0.0,3.4,0.76,8.0,7,8,-1132,-1200,-17072,-2752,62,306,3
40.4023333,-122.0711667,0.0,0.0,2,0.0,0.0,5,0.25,0.85,0.12,16.0,5,6,-1064,-1176,-17276,-2752,64,241,3
36.4193333,-117.943,0.0,0.0,4,0.0,0.0,2,1.89,31.61,0.112,19.0,2,2,-1148,-1268,-17324,-2752,82,271,3
19.6895,-65.7368,0.0,0.0,2,0.0,0.0,9,2.82,30.36,0.22,10.0,9,10,-1060,-1288,-17256,-2768,68,228,3
19.2341671,-155.3871613,0.0,0.0,2,0.0,0.0,3,0.65,0.850000024,0.150000006,9.0,3,4,-1116,-1240,-17184,-2736,20,292,3
37.3005,-117.5863,0.0,0.0,4,0.0,0.0,7,0.0,3.4,0.78,8.0,7,8,-1208,-1228,-17236,-2768,89,310,3
32.487,-115.584,0.0,0.0,4,0.0,0.0,2,0.58,1.09,0.233,20.0,2,2,-1092,-1236,-17192,-2720,71,288,3
19.4065,-155.2376667,0.0,0.0,4,0.0,0.0,3,0.26,0.29,0.148012419,5.0,3,4,-1172,-1256,-17228,-2736,97,266,3
36.2266667,-120.3668333,0.0,0.0,2,0.0,0.0,5,0.85,1.4,0.02,3.0,5,6,-1160,-1252,-17168,-2768,71,264,3
33.3853333,-116.9003333,0.0,0.0,4,0.0,0.0,2,0.2,0.48,0.147,22.0,2,2,-1072,-1384,-17184,-2768,74,248,3
38.7915001,-122.7285004,0.0,0.0,2,0.0,0.0,5,0.35,2.25,0.05,8.0,5,6,-1232,-1180,-17216,-2752,45,285,3
19.4035,-155.2621667,0.0,0.0,2,0.0,0.0,3,0.2,0.34,0.081355984,4.0,3,4,-1100,-1240,-17216,-2784,57,245,3
47.75416667,-113.7653333,0.0,0.0,4,0.0,0.0,4,0.44,5.17,0.226988117,2.0,4,5,-1104,-1336,-17252,-2768,60,295,3
37.2654,-117.5968,0.0,0.0,4,0.0,0.0,7,0.0,2.9,0.87,8.0,7,8,-1124,-1348,-17324,-2768,51,279,3
33.8396667,-117.4961667,0.0,0.0,4,0.0,0.0,2,0.38,31.61,0.127,25.0,2,2,-1108,-1280,-17104,-2752,48,298,3
37.0786667,-119.7811667,0.0,0.0,2,0.0,0.0,5,0.52,31.61,0.213,6.0,5,6,-1196,-1312,-17260,-2752,76,272,3
38.783165,-122.7736664,0.0,0.0,2,0.0,0.0,5,3.08,12.12,0.12,14.0,5,6,-1196,-1216,-17256,-2752,61,282,3
60.1768,-151.9531,0.0,0.0,4,0.0,0.0,0,0.0,1.9,0.0,0.0,0,0,-1140,-1244,-17336,-2784,72,236,3
18.18783333,-68.21333333,0.0,0.0,2,0.0,0.0,9,2.17,1.3,0.198700419,12.0,9,10,-1208,-1292,-17176,-2736,58,278,3
51.3806,178.8326,0.0,0.0,4,0.0,0.0,0,0.0,0.6,0.0,0.0,0,0,-1108,-1224,-17068,-2736,66,293,3
33.7808333,-116.0323333,0.0,0.0,4,0.0,0.0,2,0.23,0.46,0.118,16.0,2,2,-1256,-1288,-17120,-2768,57,266,3
38.7636681,-122.7058334,0.0,0.0,2,0.0,0.0,5,0.44,0.51,0.15,10.0,5,6,-1080,-1220,-17120,-2736,51,265,3
65.0301,-147.3562,0.0,0.0,4,0.0,0.0,0,0.0,1.5,0.0,0.0,0,0,-1068,-1208,-17040,-2768,49,249,3
46.0145,-112.4605,0.0,0.0,4,0.0,0.0,4,0.44,31.61,0.222823389,18.0,4,5,-1120,-1224,-17200,-2752,53,244,3
33.713,-116.8208333,0.0,0.0,4,0.0,0.0,2,0.29,0.41,0.183,7.0,2,2,-1140,-1308,-17312,-2768,65,290,3
62.2155,-151.0404,0.0,0.0,4,0.0,0.0,0,0.0,0.6,0.0,0.0,0,0,-1136,-1320,-17284,-2800,61,278,3
19.4315,-155.3171667,0.0,0.0,4,0.0,0.0,3,0.24,0.43,0.226532272,15.0,3,4,-1160,-1196,-17248,-2768,72,239,3
18.0271,-68.5278,0.0,0.0,2,0.0,0.0,9,3.27,1.92,0.17,12.0,9,10,-1068,-1256,-17220,-2784,58,255,3
33.461,-116.5893333,0.0,0.0,4,0.0,0.0,2,0.15,0.38,0.115,34.0,2,2,-1184,-1332,-17100,-2768,63,313,3
19.43950081,-155.3213348,0.0,0.0,4,0.0,0.0,3,0.42,0.99000001,0.62,6.0,3,4,-1144,-1224,-17096,-2752,41,287,3
18.8435,-68.2001,0.0,0.0,2,0.0,0.0,9,5.42,4.2,0.07,9.0,9,10,-948,-1160,-17200,-2752,46,234,3
62.0262,-149.8994,0.0,0.0,4,0.0,0.0,0,0.0,9.1,0.0,0.0,0,0,-1100,-1248,-17100,-2784,59,287,3
19.43933296,-155.3113403,0.0,0.0,4,0.0,0.0,3,0.4,0.529999971,0.46,5.0,3,4,-1124,-1080,-17284,-2752,49,289,3
19.44283333,-155.3061667,0.0,0.0,2,0.0,0.0,3,0.44,0.65,0.178806044,7.0,3,4,-1176,-1256,-17252,-2768,39,282,3
19.44583321,-155.303833,0.0,0.0,4,0.0,0.0,3,0.49,0.829999983,0.5,3.0,3,4,-1136,-1192,-17276,-2768,59,263,3
33.4635,-116.5661667,0.0,0.0,4,0.0,0.0,2,0.17,0.36,0.153,23.0,2,2,-1144,-1296,-17188,-2800,54,279,3
37.2938347,-121.670166,0.0,0.0,2,0.0,0.0,5,0.28,0.47,0.21,9.0,5,6,-1128,-1300,-17104,-2736,44,281,3
37.7911667,-121.9613333,0.0,0.0,2,0.0,0.0,5,0.22,0.42,0.246,12.0,5,6,-1096,-1264,-17104,-2768,53,282,3
53.1456,153.4287,0.0,0.0,0,0.0,0.0,12,11.51,8.257,0.052,107.0,12,13,-1172,-1360,-17296,-2752,77,297,3
19.43650055,-155.3133392,0.0,0.0,4,0.0,0.0,3,0.34,0.569999993,0.24,4.0,3,4,-956,-1220,-17208,-2784,50,247,3
19.41133308,-155.3110046,0.0,0.0,4,0.0,0.0,3,0.9,1.86000001,0.35,10.0,3,4,-1112,-1220,-17368,-2816,73,288,3
19.43783333,-155.3096667,0.0,0.0,2,0.0,0.0,3,0.31,0.59,0.092970917,6.0,3,4,-1216,-1212,-17184,-2768,65,234,3
37.094,-121.501,0.0,0.0,2,0.0,0.0,5,0.24,0.61,0.163,24.0,5,6,-1208,-1224,-17112,-2832,69,317,3
33.5853333,-116.8106667,0.0,0.0,4,0.0,0.0,2,0.15,0.21,0.157,5.0,2,2,-1164,-1268,-17220,-2768,80,313,3
19.41233333,-155.3155,0.0,0.0,2,0.0,0.0,3,0.4,0.67,0.136840785,3.0,3,4,-1216,-1260,-17308,-2800,57,284,3
19.39383333,-155.2776667,0.0,0.0,2,0.0,0.0,3,0.33,0.24,0.181291045,6.0,3,4,-1216,-1296,-17192,-2784,63,225,3
37.2787,-117.5892,0.0,0.0,4,0.0,0.0,7,0.0,5.7,0.84,8.0,7,8,-1120,-1392,-17388,-2800,82,248,3
38.7965012,-122.7850037,0.0,0.0,2,0.0,0.0,5,0.67,1.5,0.23,8.0,5,6,-1196,-1248,-17360,-2752,77,287,3
46.0698,21.3982,0.0,0.0,0,0.0,0.0,12,3.38,6.236,0.159,11.0,12,13,-1176,-1212,-17180,-2784,72,274,3
18.723,-64.74533333,0.0,0.0,2,0.0,0.0,9,3.25,3.74,0.097544362,4.0,9,10,-1152,-1328,-17304,-2784,73,253,3
19.18366623,-155.4966736,0.0,0.0,2,0.0,0.0,3,0.63,0.959999979,1.64999998,6.0,3,4,-1220,-1336,-17276,-2784,78,273,3
38.7868333,-122.7188333,0.0,0.0,2,0.0,0.0,5,0.22,0.53,0.211,10.0,5,6,-1200,-1200,-17292,-2752,64,306,3
19.4375,-155.3105,0.0,0.0,4,0.0,0.0,3,0.27,0.43,0.230646317,9.0,3,4,-1120,-1284,-17056,-2800,77,281,3
37.4911,47.6106,0.0,0.0,0,0.0,0.0,12,5.07,1.911,0.08,46.0,12,13,-1136,-1204,-17264,-2768,73,241,3
19.43783379,-155.3123322,0.0,0.0,4,0.0,0.0,3,0.35,0.649999976,0.33,14.0,3,4,-1104,-1248,-17196,-2784,62,263,3
19.39416667,-155.2775,0.0,0.0,4,0.0,0.0,3,0.16,0.14,0.201873187,11.0,3,4,-1244,-1216,-17080,-2800,54,243,3
